row_id;id_rota;id_date;id_shift;id_staff
2269;ro0227;24/4/2022;sh0013;18
2270;ro0227;24/4/2022;sh0013;19
2271;ro0228;24/4/2022;sh0014;1
2272;ro0228;24/4/2022;sh0014;3
2273;ro0228;24/4/2022;sh0014;5
2274;ro0228;24/4/2022;sh0014;7
2275;ro0228;24/4/2022;sh0014;9
2276;ro0228;24/4/2022;sh0014;11
2277;ro0228;24/4/2022;sh0014;13
2278;ro0228;24/4/2022;sh0014;15
2279;ro0228;24/4/2022;sh0014;17
2280;ro0228;24/4/2022;sh0014;19
2281;ro0229;25/4/2022;sh0001;2
2282;ro0229;25/4/2022;sh0001;4
2283;ro0229;25/4/2022;sh0001;6
2284;ro0229;25/4/2022;sh0001;8
2285;ro0229;25/4/2022;sh0001;10
2286;ro0229;25/4/2022;sh0001;12
2287;ro0229;25/4/2022;sh0001;14
2288;ro0229;25/4/2022;sh0001;16
2289;ro0229;25/4/2022;sh0001;18
2290;ro0229;25/4/2022;sh0001;19
2291;ro0230;25/4/2022;sh0002;1
2292;ro0230;25/4/2022;sh0002;3
2293;ro0230;25/4/2022;sh0002;5
2294;ro0230;25/4/2022;sh0002;7
2295;ro0230;25/4/2022;sh0002;9
2296;ro0230;25/4/2022;sh0002;11
2297;ro0230;25/4/2022;sh0002;13
2298;ro0230;25/4/2022;sh0002;15
2299;ro0230;25/4/2022;sh0002;17
2300;ro0230;25/4/2022;sh0002;19
2301;ro0231;26/4/2022;sh0003;2
2302;ro0231;26/4/2022;sh0003;4
2303;ro0231;26/4/2022;sh0003;6
2304;ro0231;26/4/2022;sh0003;8
2305;ro0231;26/4/2022;sh0003;10
2306;ro0231;26/4/2022;sh0003;12
2307;ro0231;26/4/2022;sh0003;14
2308;ro0231;26/4/2022;sh0003;16
2309;ro0231;26/4/2022;sh0003;18
2310;ro0231;26/4/2022;sh0003;19
2311;ro0232;26/4/2022;sh0004;1
2312;ro0232;26/4/2022;sh0004;3
2313;ro0232;26/4/2022;sh0004;5
2314;ro0232;26/4/2022;sh0004;7
2315;ro0232;26/4/2022;sh0004;9
2316;ro0232;26/4/2022;sh0004;11
2317;ro0232;26/4/2022;sh0004;13
2318;ro0232;26/4/2022;sh0004;15
2319;ro0232;26/4/2022;sh0004;17
2320;ro0232;26/4/2022;sh0004;19
2321;ro0233;27/4/2022;sh0005;2
2322;ro0233;27/4/2022;sh0005;4
2323;ro0233;27/4/2022;sh0005;6
2324;ro0233;27/4/2022;sh0005;8
2325;ro0233;27/4/2022;sh0005;10
2326;ro0233;27/4/2022;sh0005;12
2327;ro0233;27/4/2022;sh0005;14
2328;ro0233;27/4/2022;sh0005;16
2329;ro0233;27/4/2022;sh0005;18
2330;ro0233;27/4/2022;sh0005;19
2331;ro0234;27/4/2022;sh0006;1
2332;ro0234;27/4/2022;sh0006;3
2333;ro0234;27/4/2022;sh0006;5
2334;ro0234;27/4/2022;sh0006;7
2335;ro0234;27/4/2022;sh0006;9
2336;ro0234;27/4/2022;sh0006;11
2337;ro0234;27/4/2022;sh0006;13
2338;ro0234;27/4/2022;sh0006;15
2339;ro0234;27/4/2022;sh0006;17
2340;ro0234;27/4/2022;sh0006;19
2341;ro0235;28/4/2022;sh0007;2
2342;ro0235;28/4/2022;sh0007;4
2343;ro0235;28/4/2022;sh0007;6
2344;ro0235;28/4/2022;sh0007;8
2345;ro0235;28/4/2022;sh0007;10
2346;ro0235;28/4/2022;sh0007;12
2347;ro0235;28/4/2022;sh0007;14
2348;ro0235;28/4/2022;sh0007;16
2349;ro0235;28/4/2022;sh0007;18
2350;ro0235;28/4/2022;sh0007;19
2351;ro0236;28/4/2022;sh0008;1
2352;ro0236;28/4/2022;sh0008;3
2353;ro0236;28/4/2022;sh0008;5
2354;ro0236;28/4/2022;sh0008;7
2355;ro0236;28/4/2022;sh0008;9
2356;ro0236;28/4/2022;sh0008;11
2357;ro0236;28/4/2022;sh0008;13
2358;ro0236;28/4/2022;sh0008;15
2359;ro0236;28/4/2022;sh0008;17
2360;ro0236;28/4/2022;sh0008;19
2361;ro0237;29/4/2022;sh0009;2
2362;ro0237;29/4/2022;sh0009;4
2363;ro0237;29/4/2022;sh0009;6
2364;ro0237;29/4/2022;sh0009;8
2365;ro0237;29/4/2022;sh0009;10
2366;ro0237;29/4/2022;sh0009;12
2367;ro0237;29/4/2022;sh0009;14
2368;ro0237;29/4/2022;sh0009;16
2369;ro0237;29/4/2022;sh0009;18
2370;ro0237;29/4/2022;sh0009;19
2371;ro0238;29/4/2022;sh0010;1
2372;ro0238;29/4/2022;sh0010;3
2373;ro0238;29/4/2022;sh0010;5
2374;ro0238;29/4/2022;sh0010;7
2375;ro0238;29/4/2022;sh0010;9
2376;ro0238;29/4/2022;sh0010;11
2377;ro0238;29/4/2022;sh0010;13
2378;ro0238;29/4/2022;sh0010;15
2379;ro0238;29/4/2022;sh0010;17
2380;ro0238;29/4/2022;sh0010;19
2381;ro0239;30/4/2022;sh0011;2
2382;ro0239;30/4/2022;sh0011;4
2383;ro0239;30/4/2022;sh0011;6
2384;ro0239;30/4/2022;sh0011;8
2385;ro0239;30/4/2022;sh0011;10
2386;ro0239;30/4/2022;sh0011;12
2387;ro0239;30/4/2022;sh0011;14
2388;ro0239;30/4/2022;sh0011;16
2389;ro0239;30/4/2022;sh0011;18
2390;ro0239;30/4/2022;sh0011;19
2391;ro0240;30/4/2022;sh0012;1
2392;ro0240;30/4/2022;sh0012;3
2393;ro0240;30/4/2022;sh0012;5
2394;ro0240;30/4/2022;sh0012;7
2395;ro0240;30/4/2022;sh0012;9
2396;ro0240;30/4/2022;sh0012;11
2397;ro0240;30/4/2022;sh0012;13
2398;ro0240;30/4/2022;sh0012;15
2399;ro0240;30/4/2022;sh0012;17
2400;ro0240;30/4/2022;sh0012;19
2401;ro0241;1/5/2022;sh0013;2
2402;ro0241;1/5/2022;sh0013;4
2403;ro0241;1/5/2022;sh0013;6
2404;ro0241;1/5/2022;sh0013;8
2405;ro0241;1/5/2022;sh0013;10
2406;ro0241;1/5/2022;sh0013;12
2407;ro0241;1/5/2022;sh0013;14
2408;ro0241;1/5/2022;sh0013;16
2409;ro0241;1/5/2022;sh0013;18
2410;ro0241;1/5/2022;sh0013;19
2411;ro0242;1/5/2022;sh0014;1
2412;ro0242;1/5/2022;sh0014;3
2413;ro0242;1/5/2022;sh0014;5
2414;ro0242;1/5/2022;sh0014;7
2415;ro0242;1/5/2022;sh0014;9
2416;ro0242;1/5/2022;sh0014;11
2417;ro0242;1/5/2022;sh0014;13
2418;ro0242;1/5/2022;sh0014;15
2419;ro0242;1/5/2022;sh0014;17
2420;ro0242;1/5/2022;sh0014;19
2421;ro0243;2/5/2022;sh0001;2
2422;ro0243;2/5/2022;sh0001;4
2423;ro0243;2/5/2022;sh0001;6
2424;ro0243;2/5/2022;sh0001;8
2425;ro0243;2/5/2022;sh0001;10
2426;ro0243;2/5/2022;sh0001;12
2427;ro0243;2/5/2022;sh0001;14
2428;ro0243;2/5/2022;sh0001;16
2429;ro0243;2/5/2022;sh0001;18
2430;ro0243;2/5/2022;sh0001;19
2431;ro0244;2/5/2022;sh0002;1
2432;ro0244;2/5/2022;sh0002;3
2433;ro0244;2/5/2022;sh0002;5
2434;ro0244;2/5/2022;sh0002;7
2435;ro0244;2/5/2022;sh0002;9
2436;ro0244;2/5/2022;sh0002;11
2437;ro0244;2/5/2022;sh0002;13
2438;ro0244;2/5/2022;sh0002;15
2439;ro0244;2/5/2022;sh0002;17
2440;ro0244;2/5/2022;sh0002;19
2441;ro0245;3/5/2022;sh0003;2
2442;ro0245;3/5/2022;sh0003;4
2443;ro0245;3/5/2022;sh0003;6
2444;ro0245;3/5/2022;sh0003;8
2445;ro0245;3/5/2022;sh0003;10
2446;ro0245;3/5/2022;sh0003;12
2447;ro0245;3/5/2022;sh0003;14
2448;ro0245;3/5/2022;sh0003;16
2449;ro0245;3/5/2022;sh0003;18
2450;ro0245;3/5/2022;sh0003;19
2451;ro0246;3/5/2022;sh0004;1
2452;ro0246;3/5/2022;sh0004;3
2453;ro0246;3/5/2022;sh0004;5
2454;ro0246;3/5/2022;sh0004;7
2455;ro0246;3/5/2022;sh0004;9
2456;ro0246;3/5/2022;sh0004;11
2457;ro0246;3/5/2022;sh0004;13
2458;ro0246;3/5/2022;sh0004;15
2459;ro0246;3/5/2022;sh0004;17
2460;ro0246;3/5/2022;sh0004;19
2461;ro0247;4/5/2022;sh0005;2
2462;ro0247;4/5/2022;sh0005;4
2463;ro0247;4/5/2022;sh0005;6
2464;ro0247;4/5/2022;sh0005;8
2465;ro0247;4/5/2022;sh0005;10
2466;ro0247;4/5/2022;sh0005;12
2467;ro0247;4/5/2022;sh0005;14
2468;ro0247;4/5/2022;sh0005;16
2469;ro0247;4/5/2022;sh0005;18
2470;ro0247;4/5/2022;sh0005;19
2471;ro0248;4/5/2022;sh0006;1
2472;ro0248;4/5/2022;sh0006;3
2473;ro0248;4/5/2022;sh0006;5
2474;ro0248;4/5/2022;sh0006;7
2475;ro0248;4/5/2022;sh0006;9
2476;ro0248;4/5/2022;sh0006;11
2477;ro0248;4/5/2022;sh0006;13
2478;ro0248;4/5/2022;sh0006;15
2479;ro0248;4/5/2022;sh0006;17
2480;ro0248;4/5/2022;sh0006;19
2481;ro0249;5/5/2022;sh0007;2
2482;ro0249;5/5/2022;sh0007;4
2483;ro0249;5/5/2022;sh0007;6
2484;ro0249;5/5/2022;sh0007;8
2485;ro0249;5/5/2022;sh0007;10
2486;ro0249;5/5/2022;sh0007;12
2487;ro0249;5/5/2022;sh0007;14
2488;ro0249;5/5/2022;sh0007;16
2489;ro0249;5/5/2022;sh0007;18
2490;ro0249;5/5/2022;sh0007;19
2491;ro0250;5/5/2022;sh0008;1
2492;ro0250;5/5/2022;sh0008;3
2493;ro0250;5/5/2022;sh0008;5
2494;ro0250;5/5/2022;sh0008;7
2495;ro0250;5/5/2022;sh0008;9
2496;ro0250;5/5/2022;sh0008;11
2497;ro0250;5/5/2022;sh0008;13
2498;ro0250;5/5/2022;sh0008;15
2499;ro0250;5/5/2022;sh0008;17
2500;ro0250;5/5/2022;sh0008;19
2501;ro0251;6/5/2022;sh0009;2
2502;ro0251;6/5/2022;sh0009;4
2503;ro0251;6/5/2022;sh0009;6
2504;ro0251;6/5/2022;sh0009;8
2505;ro0251;6/5/2022;sh0009;10
2506;ro0251;6/5/2022;sh0009;12
2507;ro0251;6/5/2022;sh0009;14
2508;ro0251;6/5/2022;sh0009;16
2509;ro0251;6/5/2022;sh0009;18
2510;ro0251;6/5/2022;sh0009;19
2511;ro0252;6/5/2022;sh0010;1
2512;ro0252;6/5/2022;sh0010;3
2513;ro0252;6/5/2022;sh0010;5
2514;ro0252;6/5/2022;sh0010;7
2515;ro0252;6/5/2022;sh0010;9
2516;ro0252;6/5/2022;sh0010;11
2517;ro0252;6/5/2022;sh0010;13
2518;ro0252;6/5/2022;sh0010;15
2519;ro0252;6/5/2022;sh0010;17
2520;ro0252;6/5/2022;sh0010;19
2521;ro0253;7/5/2022;sh0011;2
2522;ro0253;7/5/2022;sh0011;4
2523;ro0253;7/5/2022;sh0011;6
2524;ro0253;7/5/2022;sh0011;8
2525;ro0253;7/5/2022;sh0011;10
2526;ro0253;7/5/2022;sh0011;12
2527;ro0253;7/5/2022;sh0011;14
2528;ro0253;7/5/2022;sh0011;16
2529;ro0253;7/5/2022;sh0011;18
2530;ro0253;7/5/2022;sh0011;19
2531;ro0254;7/5/2022;sh0012;1
2532;ro0254;7/5/2022;sh0012;3
2533;ro0254;7/5/2022;sh0012;5
2534;ro0254;7/5/2022;sh0012;7
2535;ro0254;7/5/2022;sh0012;9
2536;ro0254;7/5/2022;sh0012;11
2537;ro0254;7/5/2022;sh0012;13
2538;ro0254;7/5/2022;sh0012;15
2539;ro0254;7/5/2022;sh0012;17
2540;ro0254;7/5/2022;sh0012;19
2541;ro0255;8/5/2022;sh0013;2
2542;ro0255;8/5/2022;sh0013;4
2543;ro0255;8/5/2022;sh0013;6
2544;ro0255;8/5/2022;sh0013;8
2545;ro0255;8/5/2022;sh0013;10
2546;ro0255;8/5/2022;sh0013;12
2547;ro0255;8/5/2022;sh0013;14
2548;ro0255;8/5/2022;sh0013;16
2549;ro0255;8/5/2022;sh0013;18
2550;ro0255;8/5/2022;sh0013;19
2551;ro0256;8/5/2022;sh0014;1
2552;ro0256;8/5/2022;sh0014;3
2553;ro0256;8/5/2022;sh0014;5
2554;ro0256;8/5/2022;sh0014;7
2555;ro0256;8/5/2022;sh0014;9
2556;ro0256;8/5/2022;sh0014;11
2557;ro0256;8/5/2022;sh0014;13
2558;ro0256;8/5/2022;sh0014;15
2559;ro0256;8/5/2022;sh0014;17
2560;ro0256;8/5/2022;sh0014;19
2561;ro0257;9/5/2022;sh0001;2
2562;ro0257;9/5/2022;sh0001;4
2563;ro0257;9/5/2022;sh0001;6
2564;ro0257;9/5/2022;sh0001;8
2565;ro0257;9/5/2022;sh0001;10
2566;ro0257;9/5/2022;sh0001;12
2567;ro0257;9/5/2022;sh0001;14
2568;ro0257;9/5/2022;sh0001;16
2569;ro0257;9/5/2022;sh0001;18
2570;ro0257;9/5/2022;sh0001;19
2571;ro0258;9/5/2022;sh0002;1
2572;ro0258;9/5/2022;sh0002;3
2573;ro0258;9/5/2022;sh0002;5
2574;ro0258;9/5/2022;sh0002;7
2575;ro0258;9/5/2022;sh0002;9
2576;ro0258;9/5/2022;sh0002;11
2577;ro0258;9/5/2022;sh0002;13
2578;ro0258;9/5/2022;sh0002;15
2579;ro0258;9/5/2022;sh0002;17
2580;ro0258;9/5/2022;sh0002;19
2581;ro0259;10/5/2022;sh0003;2
2582;ro0259;10/5/2022;sh0003;4
2583;ro0259;10/5/2022;sh0003;6
2584;ro0259;10/5/2022;sh0003;8
2585;ro0259;10/5/2022;sh0003;10
2586;ro0259;10/5/2022;sh0003;12
2587;ro0259;10/5/2022;sh0003;14
2588;ro0259;10/5/2022;sh0003;16
2589;ro0259;10/5/2022;sh0003;18
2590;ro0259;10/5/2022;sh0003;19
2591;ro0260;10/5/2022;sh0004;1
2592;ro0260;10/5/2022;sh0004;3
2593;ro0260;10/5/2022;sh0004;5
2594;ro0260;10/5/2022;sh0004;7
2595;ro0260;10/5/2022;sh0004;9
2596;ro0260;10/5/2022;sh0004;11
2597;ro0260;10/5/2022;sh0004;13
2598;ro0260;10/5/2022;sh0004;15
2599;ro0260;10/5/2022;sh0004;17
2600;ro0260;10/5/2022;sh0004;19
2601;ro0261;11/5/2022;sh0005;2
2602;ro0261;11/5/2022;sh0005;4
2603;ro0261;11/5/2022;sh0005;6
2604;ro0261;11/5/2022;sh0005;8
2605;ro0261;11/5/2022;sh0005;10
2606;ro0261;11/5/2022;sh0005;12
2607;ro0261;11/5/2022;sh0005;14
2608;ro0261;11/5/2022;sh0005;16
2609;ro0261;11/5/2022;sh0005;18
2610;ro0261;11/5/2022;sh0005;19
2611;ro0262;11/5/2022;sh0006;1
2612;ro0262;11/5/2022;sh0006;3
2613;ro0262;11/5/2022;sh0006;5
2614;ro0262;11/5/2022;sh0006;7
2615;ro0262;11/5/2022;sh0006;9
2616;ro0262;11/5/2022;sh0006;11
2617;ro0262;11/5/2022;sh0006;13
2618;ro0262;11/5/2022;sh0006;15
2619;ro0262;11/5/2022;sh0006;17
2620;ro0262;11/5/2022;sh0006;19
2621;ro0263;12/5/2022;sh0007;2
2622;ro0263;12/5/2022;sh0007;4
2623;ro0263;12/5/2022;sh0007;6
2624;ro0263;12/5/2022;sh0007;8
2625;ro0263;12/5/2022;sh0007;10
2626;ro0263;12/5/2022;sh0007;12
2627;ro0263;12/5/2022;sh0007;14
2628;ro0263;12/5/2022;sh0007;16
2629;ro0263;12/5/2022;sh0007;18
2630;ro0263;12/5/2022;sh0007;19
2631;ro0264;12/5/2022;sh0008;1
2632;ro0264;12/5/2022;sh0008;3
2633;ro0264;12/5/2022;sh0008;5
2634;ro0264;12/5/2022;sh0008;7
2635;ro0264;12/5/2022;sh0008;9
2636;ro0264;12/5/2022;sh0008;11
2637;ro0264;12/5/2022;sh0008;13
2638;ro0264;12/5/2022;sh0008;15
2639;ro0264;12/5/2022;sh0008;17
2640;ro0264;12/5/2022;sh0008;19
2641;ro0265;13/5/2022;sh0009;2
2642;ro0265;13/5/2022;sh0009;4
2643;ro0265;13/5/2022;sh0009;6
2644;ro0265;13/5/2022;sh0009;8
2645;ro0265;13/5/2022;sh0009;10
2646;ro0265;13/5/2022;sh0009;12
2647;ro0265;13/5/2022;sh0009;14
2648;ro0265;13/5/2022;sh0009;16
2649;ro0265;13/5/2022;sh0009;18
2650;ro0265;13/5/2022;sh0009;19
2651;ro0266;13/5/2022;sh0010;1
2652;ro0266;13/5/2022;sh0010;3
2653;ro0266;13/5/2022;sh0010;5
2654;ro0266;13/5/2022;sh0010;7
2655;ro0266;13/5/2022;sh0010;9
2656;ro0266;13/5/2022;sh0010;11
2657;ro0266;13/5/2022;sh0010;13
2658;ro0266;13/5/2022;sh0010;15
2659;ro0266;13/5/2022;sh0010;17
2660;ro0266;13/5/2022;sh0010;19
2661;ro0267;14/5/2022;sh0011;2
2662;ro0267;14/5/2022;sh0011;4
2663;ro0267;14/5/2022;sh0011;6
2664;ro0267;14/5/2022;sh0011;8
2665;ro0267;14/5/2022;sh0011;10
2666;ro0267;14/5/2022;sh0011;12
2667;ro0267;14/5/2022;sh0011;14
2668;ro0267;14/5/2022;sh0011;16
2669;ro0267;14/5/2022;sh0011;18
2670;ro0267;14/5/2022;sh0011;19
2671;ro0268;14/5/2022;sh0012;1
2672;ro0268;14/5/2022;sh0012;3
2673;ro0268;14/5/2022;sh0012;5
2674;ro0268;14/5/2022;sh0012;7
2675;ro0268;14/5/2022;sh0012;9
2676;ro0268;14/5/2022;sh0012;11
2677;ro0268;14/5/2022;sh0012;13
2678;ro0268;14/5/2022;sh0012;15
2679;ro0268;14/5/2022;sh0012;17
2680;ro0268;14/5/2022;sh0012;19
2681;ro0269;15/5/2022;sh0013;2
2682;ro0269;15/5/2022;sh0013;4
2683;ro0269;15/5/2022;sh0013;6
2684;ro0269;15/5/2022;sh0013;8
2685;ro0269;15/5/2022;sh0013;10
2686;ro0269;15/5/2022;sh0013;12
2687;ro0269;15/5/2022;sh0013;14
2688;ro0269;15/5/2022;sh0013;16
2689;ro0269;15/5/2022;sh0013;18
2690;ro0269;15/5/2022;sh0013;19
2691;ro0270;15/5/2022;sh0014;1
2692;ro0270;15/5/2022;sh0014;3
2693;ro0270;15/5/2022;sh0014;5
2694;ro0270;15/5/2022;sh0014;7
2695;ro0270;15/5/2022;sh0014;9
2696;ro0270;15/5/2022;sh0014;11
2697;ro0270;15/5/2022;sh0014;13
2698;ro0270;15/5/2022;sh0014;15
2699;ro0270;15/5/2022;sh0014;17
2700;ro0270;15/5/2022;sh0014;19
2701;ro0271;16/5/2022;sh0001;2
2702;ro0271;16/5/2022;sh0001;4
2703;ro0271;16/5/2022;sh0001;6
2704;ro0271;16/5/2022;sh0001;8
2705;ro0271;16/5/2022;sh0001;10
2706;ro0271;16/5/2022;sh0001;12
2707;ro0271;16/5/2022;sh0001;14
2708;ro0271;16/5/2022;sh0001;16
2709;ro0271;16/5/2022;sh0001;18
2710;ro0271;16/5/2022;sh0001;19
2711;ro0272;16/5/2022;sh0002;1
2712;ro0272;16/5/2022;sh0002;3
2713;ro0272;16/5/2022;sh0002;5
2714;ro0272;16/5/2022;sh0002;7
2715;ro0272;16/5/2022;sh0002;9
2716;ro0272;16/5/2022;sh0002;11
2717;ro0272;16/5/2022;sh0002;13
2718;ro0272;16/5/2022;sh0002;15
2719;ro0272;16/5/2022;sh0002;17
2720;ro0272;16/5/2022;sh0002;19
2721;ro0273;17/5/2022;sh0003;2
2722;ro0273;17/5/2022;sh0003;4
2723;ro0273;17/5/2022;sh0003;6
2724;ro0273;17/5/2022;sh0003;8
2725;ro0273;17/5/2022;sh0003;10
2726;ro0273;17/5/2022;sh0003;12
2727;ro0273;17/5/2022;sh0003;14
2728;ro0273;17/5/2022;sh0003;16
2729;ro0273;17/5/2022;sh0003;18
2730;ro0273;17/5/2022;sh0003;19
2731;ro0274;17/5/2022;sh0004;1
2732;ro0274;17/5/2022;sh0004;3
2733;ro0274;17/5/2022;sh0004;5
2734;ro0274;17/5/2022;sh0004;7
2735;ro0274;17/5/2022;sh0004;9
2736;ro0274;17/5/2022;sh0004;11
2737;ro0274;17/5/2022;sh0004;13
2738;ro0274;17/5/2022;sh0004;15
2739;ro0274;17/5/2022;sh0004;17
2740;ro0274;17/5/2022;sh0004;19
2741;ro0275;18/5/2022;sh0005;2
2742;ro0275;18/5/2022;sh0005;4
2743;ro0275;18/5/2022;sh0005;6
2744;ro0275;18/5/2022;sh0005;8
2745;ro0275;18/5/2022;sh0005;10
2746;ro0275;18/5/2022;sh0005;12
2747;ro0275;18/5/2022;sh0005;14
2748;ro0275;18/5/2022;sh0005;16
2749;ro0275;18/5/2022;sh0005;18
2750;ro0275;18/5/2022;sh0005;19
2751;ro0276;18/5/2022;sh0006;1
2752;ro0276;18/5/2022;sh0006;3
2753;ro0276;18/5/2022;sh0006;5
2754;ro0276;18/5/2022;sh0006;7
2755;ro0276;18/5/2022;sh0006;9
2756;ro0276;18/5/2022;sh0006;11
2757;ro0276;18/5/2022;sh0006;13
2758;ro0276;18/5/2022;sh0006;15
2759;ro0276;18/5/2022;sh0006;17
2760;ro0276;18/5/2022;sh0006;19
2761;ro0277;19/5/2022;sh0007;2
2762;ro0277;19/5/2022;sh0007;4
2763;ro0277;19/5/2022;sh0007;6
2764;ro0277;19/5/2022;sh0007;8
2765;ro0277;19/5/2022;sh0007;10
2766;ro0277;19/5/2022;sh0007;12
2767;ro0277;19/5/2022;sh0007;14
2768;ro0277;19/5/2022;sh0007;16
2769;ro0277;19/5/2022;sh0007;18
2770;ro0277;19/5/2022;sh0007;19
2771;ro0278;19/5/2022;sh0008;1
2772;ro0278;19/5/2022;sh0008;3
2773;ro0278;19/5/2022;sh0008;5
2774;ro0278;19/5/2022;sh0008;7
2775;ro0278;19/5/2022;sh0008;9
2776;ro0278;19/5/2022;sh0008;11
2777;ro0278;19/5/2022;sh0008;13
2778;ro0278;19/5/2022;sh0008;15
2779;ro0278;19/5/2022;sh0008;17
2780;ro0278;19/5/2022;sh0008;19
2781;ro0279;20/5/2022;sh0009;2
2782;ro0279;20/5/2022;sh0009;4
2783;ro0279;20/5/2022;sh0009;6
2784;ro0279;20/5/2022;sh0009;8
2785;ro0279;20/5/2022;sh0009;10
2786;ro0279;20/5/2022;sh0009;12
2787;ro0279;20/5/2022;sh0009;14
2788;ro0279;20/5/2022;sh0009;16
2789;ro0279;20/5/2022;sh0009;18
2790;ro0279;20/5/2022;sh0009;19
2791;ro0280;20/5/2022;sh0010;1
2792;ro0280;20/5/2022;sh0010;3
2793;ro0280;20/5/2022;sh0010;5
2794;ro0280;20/5/2022;sh0010;7
2795;ro0280;20/5/2022;sh0010;9
2796;ro0280;20/5/2022;sh0010;11
2797;ro0280;20/5/2022;sh0010;13
2798;ro0280;20/5/2022;sh0010;15
2799;ro0280;20/5/2022;sh0010;17
2800;ro0280;20/5/2022;sh0010;19
2801;ro0281;21/5/2022;sh0011;2
2802;ro0281;21/5/2022;sh0011;4
2803;ro0281;21/5/2022;sh0011;6
2804;ro0281;21/5/2022;sh0011;8
2805;ro0281;21/5/2022;sh0011;10
2806;ro0281;21/5/2022;sh0011;12
2807;ro0281;21/5/2022;sh0011;14
2808;ro0281;21/5/2022;sh0011;16
2809;ro0281;21/5/2022;sh0011;18
2810;ro0281;21/5/2022;sh0011;19
2811;ro0282;21/5/2022;sh0012;1
2812;ro0282;21/5/2022;sh0012;3
2813;ro0282;21/5/2022;sh0012;5
2814;ro0282;21/5/2022;sh0012;7
2815;ro0282;21/5/2022;sh0012;9
2816;ro0282;21/5/2022;sh0012;11
2817;ro0282;21/5/2022;sh0012;13
2818;ro0282;21/5/2022;sh0012;15
2819;ro0282;21/5/2022;sh0012;17
2820;ro0282;21/5/2022;sh0012;19
2821;ro0283;22/5/2022;sh0013;2
2822;ro0283;22/5/2022;sh0013;4
2823;ro0283;22/5/2022;sh0013;6
2824;ro0283;22/5/2022;sh0013;8
2825;ro0283;22/5/2022;sh0013;10
2826;ro0283;22/5/2022;sh0013;12
2827;ro0283;22/5/2022;sh0013;14
2828;ro0283;22/5/2022;sh0013;16
2829;ro0283;22/5/2022;sh0013;18
2830;ro0283;22/5/2022;sh0013;19
2831;ro0284;22/5/2022;sh0014;1
2832;ro0284;22/5/2022;sh0014;3
2833;ro0284;22/5/2022;sh0014;5
2834;ro0284;22/5/2022;sh0014;7
2835;ro0284;22/5/2022;sh0014;9
2836;ro0284;22/5/2022;sh0014;11
2837;ro0284;22/5/2022;sh0014;13
2838;ro0284;22/5/2022;sh0014;15
2839;ro0284;22/5/2022;sh0014;17
2840;ro0284;22/5/2022;sh0014;19
2841;ro0285;23/5/2022;sh0001;2
2842;ro0285;23/5/2022;sh0001;4
2843;ro0285;23/5/2022;sh0001;6
2844;ro0285;23/5/2022;sh0001;8
2845;ro0285;23/5/2022;sh0001;10
2846;ro0285;23/5/2022;sh0001;12
2847;ro0285;23/5/2022;sh0001;14
2848;ro0285;23/5/2022;sh0001;16
2849;ro0285;23/5/2022;sh0001;18
2850;ro0285;23/5/2022;sh0001;19
2851;ro0286;23/5/2022;sh0002;1
2852;ro0286;23/5/2022;sh0002;3
2853;ro0286;23/5/2022;sh0002;5
2854;ro0286;23/5/2022;sh0002;7
2855;ro0286;23/5/2022;sh0002;9
2856;ro0286;23/5/2022;sh0002;11
2857;ro0286;23/5/2022;sh0002;13
2858;ro0286;23/5/2022;sh0002;15
2859;ro0286;23/5/2022;sh0002;17
2860;ro0286;23/5/2022;sh0002;19
2861;ro0287;24/5/2022;sh0003;2
2862;ro0287;24/5/2022;sh0003;4
2863;ro0287;24/5/2022;sh0003;6
2864;ro0287;24/5/2022;sh0003;8
2865;ro0287;24/5/2022;sh0003;10
2866;ro0287;24/5/2022;sh0003;12
2867;ro0287;24/5/2022;sh0003;14
2868;ro0287;24/5/2022;sh0003;16
2869;ro0287;24/5/2022;sh0003;18
2870;ro0287;24/5/2022;sh0003;19
2871;ro0288;24/5/2022;sh0004;1
2872;ro0288;24/5/2022;sh0004;3
2873;ro0288;24/5/2022;sh0004;5
2874;ro0288;24/5/2022;sh0004;7
2875;ro0288;24/5/2022;sh0004;9
2876;ro0288;24/5/2022;sh0004;11
2877;ro0288;24/5/2022;sh0004;13
2878;ro0288;24/5/2022;sh0004;15
2879;ro0288;24/5/2022;sh0004;17
2880;ro0288;24/5/2022;sh0004;19
2881;ro0289;25/5/2022;sh0005;2
2882;ro0289;25/5/2022;sh0005;4
2883;ro0289;25/5/2022;sh0005;6
2884;ro0289;25/5/2022;sh0005;8
2885;ro0289;25/5/2022;sh0005;10
2886;ro0289;25/5/2022;sh0005;12
2887;ro0289;25/5/2022;sh0005;14
2888;ro0289;25/5/2022;sh0005;16
2889;ro0289;25/5/2022;sh0005;18
2890;ro0289;25/5/2022;sh0005;19
2891;ro0290;25/5/2022;sh0006;1
2892;ro0290;25/5/2022;sh0006;3
2893;ro0290;25/5/2022;sh0006;5
2894;ro0290;25/5/2022;sh0006;7
2895;ro0290;25/5/2022;sh0006;9
2896;ro0290;25/5/2022;sh0006;11
2897;ro0290;25/5/2022;sh0006;13
2898;ro0290;25/5/2022;sh0006;15
2899;ro0290;25/5/2022;sh0006;17
2900;ro0290;25/5/2022;sh0006;19
2901;ro0291;26/5/2022;sh0007;2
2902;ro0291;26/5/2022;sh0007;4
2903;ro0291;26/5/2022;sh0007;6
